Date,Close,Close_lag1,plot_ret,ret,ret_lead1,ret_lead2,ret_lead3,ret_lead4,ret_lead5,ret_lead6,ret_lead7,day,week,Close_lead1w,Close_lag1w,weekly_ret,weekly_ret_lead1,weekly_ret_lead2,weekly_ret_lead3,weekly_ret_lead4,bins
2011-08-14,10.7957,10.131,0.06561050241832,0.06561050241832,0.0328000963346518,-0.0166550072647044,-0.00168732499703572,-0.0105613214442334,0.0757156048014773,-0.0169098712446353,-0.012372304199773,1,34,11.3113,7.9,0.366544303797468,0.0477597561992273,-0.1981381450408,-0.0983561371980463,-0.282905355832722,5
2011-08-21,11.3113,11.453,-0.012372304199773,-0.012372304199773,-0.0368039040605412,0.00413033501606241,-0.0081718464351005,-0.110003133467274,-0.153008180594388,0.0502237327921364,0.0558659868221929,1,35,9.0701,10.7957,0.0477597561992273,-0.1981381450408,-0.0983561371980463,-0.282905355832722,-0.113293772593957,4
2011-08-28,9.0701,8.5902,0.0558659868221929,0.0558659868221929,-0.0111465143713962,-0.0198126881480656,-0.0673165515907772,0.00128056588816405,0.0523751522533495,-0.0185185185185185,-0.0356132075471698,1,36,8.178,11.3113,-0.1981381450408,-0.0983561371980463,-0.282905355832722,-0.113293772593957,0.0249999999999999,1
2011-09-04,8.178,8.48,-0.0356132075471698,-0.0356132075471698,-0.0693323550990463,-0.0983050847457627,0.0471527656350177,-0.0913391962596014,-0.229709035222052,-0.0509145129224652,0.228429585873185,1,37,5.8644,9.0701,-0.0983561371980463,-0.282905355832722,-0.113293772593957,0.0249999999999999,-0.0568480300187617,1
2011-09-11,5.8644,4.7739,0.228429585873185,0.228429585873185,0.0364231634949868,-0.0457387298453439,-0.0311551724137931,-0.13868275407969,-0.00413223140495855,-0.0103734439834027,0.0901467505241092,1,38,5.2,8.178,-0.282905355832722,-0.113293772593957,0.0249999999999999,-0.0568480300187617,-0.183827332405013,1
2011-09-18,5.2,4.77,0.0901467505241092,0.0901467505241092,0.05,0.119395604395604,-0.0818894288191889,-0.0327191075310973,0.0216109657688197,-0.0138500658238805,-0.0252912239635719,1,39,5.33,5.8644,-0.113293772593957,0.0249999999999999,-0.0568480300187617,-0.183827332405013,-0.133052231348558,1
2011-09-25,5.33,5.4683,-0.0252912239635719,-0.0252912239635719,-0.086360225140713,0.00942563196911528,-0.0291114004394174,0.00144578313253008,0.0754697242331675,-0.0209528997490321,-0.00107304665765839,1,40,5.027,5.2,0.0249999999999999,-0.0568480300187617,-0.183827332405013,-0.133052231348558,-0.108799550182738,3
2011-10-02,5.027,5.0324,-0.00107304665765839,-0.00107304665765839,-0.000596777402029014,-0.0127388535031847,-0.0181451612903225,-0.0278439425051336,-0.0974991551199729,-0.0620904325032765,0.0238053649407362,1,41,4.1029,5.33,-0.0568480300187617,-0.183827332405013,-0.133052231348558,-0.108799550182738,0.0315457413249212,2
2011-10-09,4.1029,4.0075,0.0238053649407362,0.0238053649407362,-0.000706817129347614,-0.0412682926829268,0.0557647298259898,-0.0250120481927713,-0.0144085808907123,-0.036560595802302,-0.0742042112386455,1,42,3.557,5.027,-0.183827332405013,-0.133052231348558,-0.108799550182738,0.0315457413249212,-0.0949235474006116,1
2011-10-16,3.557,3.8421,-0.0742042112386455,-0.0742042112386455,-0.280292381220129,-0.055078125,-0.0615957007027698,0.0343612334801762,0.094548551959114,0.229105058365759,0.00354565024692932,1,43,3.17,4.1029,-0.133052231348558,-0.108799550182738,0.0315457413249212,-0.0949235474006116,0.0126030544668199,1
2011-10-23,3.17,3.1588,0.00354565024692932,0.00354565024692932,-0.197160883280757,0.0884086444007859,0.00108303249097474,0.0962856112513524,0.049342105263158,0.122601880877743,-0.0868727485968,1,44,3.27,3.557,-0.108799550182738,0.0315457413249212,-0.0949235474006116,0.0126030544668199,-0.265908105041877,1
2011-10-30,3.27,3.5811,-0.0868727485968,-0.0868727485968,-0.00672782874617728,-0.0301724137931035,0.0331111111111111,-0.0314353317149617,-0.0136421319796954,-0.0447089096172402,-0.00350168350168356,1,45,2.9596,3.17,0.0315457413249212,-0.0949235474006116,0.0126030544668199,-0.265908105041877,0.127227272727273,3
2011-11-06,2.9596,2.97,-0.00350168350168356,-0.00350168350168356,0.0159481010947427,0.00937874151922302,-0.0280065897858319,-0.0373220338983051,0.0845452304658614,-0.0159090909090909,-0.0112504124051468,1,46,2.9969,3.27,-0.0949235474006116,0.0126030544668199,-0.265908105041877,0.127227272727273,0.140408887455139,1
2011-11-13,2.9969,3.031,-0.0112504124051468,-0.0112504124051468,-0.259234542360439,0.0490990990990992,0.0993559467582652,-0.121231057647243,-0.088888888888889,0.0711707317073171,0.00186711598888856,1,47,2.2,2.9596,0.0126030544668199,-0.265908105041877,0.127227272727273,0.140408887455139,0.149570382942612,3
2011-11-20,2.2,2.1959,0.00186711598888856,0.00186711598888856,0.0427272727272727,0.0152136006974717,0.001374039245996,0.0428798078984607,0.0304263804942231,-0.0144048521607277,0.00400809716599193,1,48,2.4799,2.9969,-0.265908105041877,0.127227272727273,0.140408887455139,0.149570382942612,-0.0178708744732552,1
2011-11-27,2.4799,2.47,0.00400809716599193,0.00400809716599193,0.0282672688414853,0.0785098039215686,0.0799578212493637,0.0302683411332951,0.0180065359477124,-0.103078552855446,0.0122047244094488,1,49,2.8281,2.2,0.127227272727273,0.140408887455139,0.149570382942612,-0.0178708744732552,0.323207015346069,5
2011-12-04,2.8281,2.794,0.0122047244094488,0.0122047244094488,0.0182808245818746,0.0521563997499825,-0.013201320132013,-0.00334448160535128,-0.00335570469798652,0.0269360269360268,0.0659344262295083,1,50,3.2511,2.4799,0.140408887455139,0.149570382942612,-0.0178708744732552,0.323207015346069,0.246792899408284,5
2011-12-11,3.2511,3.05,0.0659344262295083,0.0659344262295083,-0.0357109901264189,0.0366507177033493,-0.0307394073663805,0.015873015873016,0,0.0000312499999999272,-0.0022186806662291,1,51,3.193,2.8281,0.149570382942612,-0.0178708744732552,0.323207015346069,0.246792899408284,0.350418588757902,5
2011-12-18,3.193,3.2001,-0.0022186806662291,-0.0022186806662291,0.102474162229878,0.122095335492302,-0.0151898734177215,0.000025706940874004,0.0145754607850699,-0.00172291476639308,0.0723350253807107,1,52,4.225,3.2511,-0.0178708744732552,0.323207015346069,0.246792899408284,0.350418588757902,-0.0157163742690059,2
2011-12-25,4.225,3.94,0.0723350253807107,0.0723350253807107,-0.0489940828402367,0.012941762070682,0.0283783783783784,-0.00465894158404012,0.0196831493038885,0.111581920903955,0.11556543837357,1,53,5.2677,3.193,0.323207015346069,0.246792899408284,0.350418588757902,-0.0157163742690059,-0.0988460110257362,5
2012-01-01,5.2677,4.722,0.11556543837357,0.11556543837357,-0.00966266112345038,-0.0644072994939427,0.141984920504835,0.246474577487531,-0.0360844032471646,0.0168884110558616,0.0445814977973569,1,54,7.1136,4.225,0.246792899408284,0.350418588757902,-0.0157163742690059,-0.0988460110257362,-0.147201927191467,5
2012-01-08,7.1136,6.81,0.0445814977973569,0.0445814977973569,-0.110759671614935,0.00542232480199822,0.0849056603773586,-0.0144927536231885,-0.0573529411764705,0.0530421216848673,0.0373037037037038,1,55,7.0018,5.2677,0.350418588757902,-0.0157163742690059,-0.0988460110257362,-0.147201927191467,0.0572209110000186,5
2012-01-15,7.0018,6.75,0.0373037037037038,0.0373037037037038,-0.0456025593418835,-0.161990273101384,0.0571428571428572,0.0742905405405405,0.0204408943677474,-0.0477364479644982,0.0209870550161813,1,56,6.3097,7.1136,-0.0157163742690059,-0.0988460110257362,-0.147201927191467,0.0572209110000186,-0.0306039938124032,2
2012-01-22,6.3097,6.18,0.0209870550161813,0.0209870550161813,0.00733790829991921,-0.0104153555695407,-0.085821488759579,-0.071304347826087,-0.00898876404494386,0.063246409674981,-0.0436845753283452,1,57,5.3809,7.0018,-0.0988460110257362,-0.147201927191467,0.0572209110000186,-0.0306039938124032,-0.204544218180499,1
2012-01-29,5.3809,5.6267,-0.0436845753283452,-0.0436845753283452,0.0203683398687953,-0.00122028959111198,0.107917867172399,0.00401606425702816,-0.0230655737704918,-0.0144144446495393,-0.0314298362107128,1,58,5.6888,6.3097,-0.147201927191467,0.0572209110000186,-0.0306039938124032,-0.204544218180499,0.122027948115896,1
2012-02-05,5.6888,5.8734,-0.0314298362107128,-0.0314298362107128,-0.04136197440585,0.0433666452736776,-0.0158172231985941,0.0410714285714287,0.0141680960548884,-0.0527855765653013,-0.0153200607088653,1,59,5.5147,5.3809,0.0572209110000186,-0.0306039938124032,-0.204544218180499,0.122027948115896,-0.0207232832182038,4
2012-02-12,5.5147,5.6005,-0.0153200607088653,-0.0153200607088653,-0.0461856492646927,-0.151539923954373,-0.0308767841538015,-0.0118378765808882,0.0318444512038185,-0.0426303854875283,0.0390099478919943,1,60,4.3867,5.6888,-0.0306039938124032,-0.204544218180499,0.122027948115896,-0.0207232832182038,0.0186721991701244,2
2012-02-19,4.3867,4.222,0.0390099478919943,0.0390099478919943,-0.00574463719880547,-0.020520463143414,0.0357443820224719,0.13341017470111,0.00275174476570306,-0.0508670060451799,0.0312172637754034,1,61,4.922,5.5147,-0.204544218180499,0.122027948115896,-0.0207232832182038,0.0186721991701244,0.0752342158859469,1
2012-02-26,4.922,4.773,0.0312172637754034,0.0312172637754034,0.00690776107273483,-0.0177562550443906,-0.00164338537387021,0.0126131687242796,-0.0439518013533009,-0.0192561105207227,0.0445561719833565,1,62,4.82,4.3867,0.122027948115896,-0.0207232832182038,0.0186721991701244,0.0752342158859469,-0.138159639352957,4
2012-03-04,4.82,4.6144,0.0445561719833565,0.0445561719833565,0.0340871369294606,0.00116365387316164,-0.0105408709244303,-0.00147848101265824,-0.0140156585939718,-0.00573944169015261,0.0158900935198214,1,63,4.91,4.922,-0.0207232832182038,0.0186721991701244,0.0752342158859469,-0.138159639352957,0.0608791208791208,2
2012-03-11,4.91,4.8332,0.0158900935198214,0.0158900935198214,-0.00405295315682275,0.0776875728512707,0.0208728652751424,-0.00992565055762085,0.00324785041114395,-0.023952544022156,0.0121743131578442,1,64,5.2794,4.82,0.0186721991701244,0.0752342158859469,-0.138159639352957,0.0608791208791208,-0.00714729645742684,3
2012-03-18,5.2794,5.2159,0.0121743131578442,0.0121743131578442,-0.110902754100845,0.0306781141481498,-0.00475412885756232,-0.0229703628320421,-0.00389005803201326,-0.00213401621852316,-0.0269461077844312,1,65,4.55,4.91,0.0752342158859469,-0.138159639352957,0.0608791208791208,-0.00714729645742684,0.036807511737089,4
2012-03-25,4.55,4.676,-0.0269461077844312,-0.0269461077844312,0.0151868131868134,0.0416098374142149,-0.00484276598840228,0.00426065162907263,0.0107312203643626,0.0100205761316872,-0.0166439179416138,1,66,4.827,5.2794,-0.138159639352957,0.0608791208791208,-0.00714729645742684,0.036807511737089,0.0472136690213127,1
2012-04-01,4.827,4.9087,-0.0166439179416138,-0.0166439179416138,0.0304536979490366,-0.00442299959790915,-0.00846122778675285,0.0018125903749413,0.00628176458629826,-0.0530717792278633,0.0224654377880185,1,67,4.7925,4.55,0.0608791208791208,-0.00714729645742684,0.036807511737089,0.0472136690213127,-0.0574805419429231,4
2012-04-08,4.7925,4.6872,0.0224654377880185,0.0224654377880185,0.0165675534689618,-0.00722510724768566,0.0188558314553311,-0.0016639948050895,0.00412626786186165,0.00398785425101211,0.00185495090428844,1,68,4.9689,4.827,-0.00714729645742684,0.036807511737089,0.0472136690213127,-0.0574805419429231,0.0296672375825791,2
2012-04-15,4.9689,4.9597,0.00185495090428844,0.00185495090428844,-0.00742619090744412,0.00890105433901045,0.0285174541289013,0.00388838954238135,0.0413219923311987,-0.0168037383177568,-0.0107602517062414,1,69,5.2035,4.7925,0.036807511737089,0.0472136690213127,-0.0574805419429231,0.0296672375825791,-0.0237430444167212,3
2012-04-22,5.2035,5.2601,-0.0107602517062414,-0.0107602517062414,-0.0467954261554723,0.0278629032258064,0.00659056137460268,-0.00666432830585761,0.00233443188951665,-0.0254623740091985,-0.0150620556693578,1,70,4.9044,4.9689,0.0472136690213127,-0.0574805419429231,0.0296672375825791,-0.0237430444167212,0.0324543610547667,4
2012-04-29,4.9044,4.9794,-0.0150620556693578,-0.0150620556693578,0.0091142647418645,0.0102846982279607,0.01474,0.0119636557147644,-0.0131271424119663,0.00197355437142299,-0.00533779791215283,1,71,5.0499,5.2035,-0.0574805419429231,0.0296672375825791,-0.0237430444167212,0.0324543610547667,0.00962671905697454,2
2012-05-06,5.0499,5.077,-0.00533779791215283,-0.00533779791215283,0.0020000396047446,-0.00197628458498023,-0.00124752475247514,-0.0384043460158219,0.0226804123711342,-0.00278225806451604,-0.0032752415996119,1,72,4.93,4.9044,0.0296672375825791,-0.0237430444167212,0.0324543610547667,0.00962671905697454,0.0128624245962248,3
2012-05-13,4.93,4.9462,-0.0032752415996119,-0.0032752415996119,0.0153955375253549,0.005813140494217,0.0106653426017875,0.00218130367284375,0.00356876740264323,-0.00361469323954677,-0.00186292773801355,1,73,5.09,5.0499,-0.0237430444167212,0.0324543610547667,0.00962671905697454,0.0128624245962248,0.0505657912432038,2
2012-05-20,5.09,5.0995,-0.00186292773801355,-0.00186292773801355,0.00192534381139486,-0.000196086121024397,0.00802149525378537,-0.00402747242056944,0.00517679234225432,-0.00822077543484601,0.00701520614516382,1,74,5.139,4.93,0.0324543610547667,0.00962671905697454,0.0128624245962248,0.0505657912432038,0.127187608580363,3
2012-05-27,5.139,5.1032,0.00701520614516382,0.00701520614516382,-0.000622689239151653,0.00276490517543526,-0.00291262135922343,0.00878286270691353,0.0182815003571359,-0.00489118070827332,-0.0083634978091065,1,75,5.2051,5.09,0.00962671905697454,0.0128624245962248,0.0505657912432038,0.127187608580363,0.0302086375287971,3
2012-06-03,5.2051,5.249,-0.0083634978091065,-0.0083634978091065,0.0117000633993583,0.0330421572350932,0.00367647058823528,0.0239926739926741,0.00751207297442313,-0.0129593467069058,-0.0164928057553956,1,76,5.4683,5.139,0.0128624245962248,0.0505657912432038,0.127187608580363,0.0302086375287971,0.0439370078740158,3
2012-06-10,5.4683,5.56,-0.0164928057553956,-0.0164928057553956,0.0194576010826033,0.0224765458230936,0.0401754385964912,0.00423342890875356,0.0916847214524445,-0.0153846153846153,-0.03690625,1,77,6.1638,5.2051,0.0505657912432038,0.127187608580363,0.0302086375287971,0.0439370078740158,0.0256448936491176,4
2012-06-17,6.1638,6.4,-0.03690625,-0.03690625,0.0237191343002692,0.029920760697306,0.0263433249215239,0.00151424287856083,-0.0198050927381328,-0.0182198601056843,-0.012211246791631,1,78,6.35,5.4683,0.127187608580363,0.0302086375287971,0.0439370078740158,0.0256448936491176,0.120900132372408,5
2012-06-24,6.35,6.4285,-0.012211246791631,-0.012211246791631,-0.00711811023622044,0.0181924882629108,0.035438897110367,-0.00618324055965103,0.00667585037617902,0.00601503759398492,-0.00911808669656211,1,79,6.629,6.1638,0.0302086375287971,0.0439370078740158,0.0256448936491176,0.120900132372408,0.103477233958798,3
2012-07-01,6.629,6.69,-0.00911808669656211,-0.00911808669656211,0.0197616533413789,-0.0458727810650886,0.00933347803841911,0.0245618346876391,-0.00328335832083948,0.0171477565018576,0.0054568846955827,1,80,6.799,6.35,0.0439370078740158,0.0256448936491176,0.120900132372408,0.103477233958798,0.0357567541856927,3
2012-07-08,6.799,6.7621,0.0054568846955827,0.0054568846955827,0.0327254007942344,0.0254076764224169,-0.0069306518146085,0.0859300699300698,-0.0127891401782495,-0.0160467573808561,0.0104612773630688,1,81,7.621,6.629,0.0256448936491176,0.120900132372408,0.103477233958798,0.0357567541856927,0.247947831877203,3
2012-07-15,7.621,7.5421,0.0104612773630688,0.0104612773630688,0.115286707781131,0.0353428396630431,0.0352045454545453,-0.0263233001822214,-0.0394588500563697,0.0382042253521127,-0.0492792945565542,1,82,8.4096,6.799,0.120900132372408,0.103477233958798,0.0357567541856927,0.247947831877203,0.0693652253909844,4
2012-07-22,8.4096,8.8455,-0.0492792945565542,-0.0492792945565542,0.00429271308980228,0.0182696520122665,0.0232558139534884,0.0113636363636362,0,-0.00133707865168542,-0.0200042753794398,1,83,8.7103,7.621,0.103477233958798,0.0357567541856927,0.247947831877203,0.0693652253909844,-0.311768754301445,4
2012-07-29,8.7103,8.8881,-0.0200042753794398,-0.0200042753794398,0.0445105220256479,0.0276983952517036,0.0214224598930481,0.102583164926756,0.0417853751187085,0.00127620783956228,-0.0103787327021122,1,84,10.87,8.4096,0.0357567541856927,0.247947831877203,0.0693652253909844,-0.311768754301445,0.32625,3
2012-08-05,10.87,10.984,-0.0103787327021122,-0.0103787327021122,-0.00136154553817835,0.0225514039354411,-0.00402702702702695,0.000524635242824534,0.0294093715814883,0.0108726199676807,0.00988688293861117,1,85,11.624,8.7103,0.247947831877203,0.0693652253909844,-0.311768754301445,0.32625,-0.0382563619227143,5
2012-08-12,11.624,11.5102,0.00988688293861117,0.00988688293861117,0.0355729525120441,0.0126687435098649,0.0869565217391304,0.0188679245283019,-0.141955555555556,0.00227908422252132,-0.310938845822567,1,86,8,10.87,0.0693652253909844,-0.311768754301445,0.32625,-0.0382563619227143,0.0799580560754989,4
2012-08-19,8,11.61,-0.310938845822567,-0.310938845822567,0.2625,-0.0183168316831683,-0.0109127584467976,0.0298976220581637,0.0495049504950496,-0.00717924528301894,0.00818137762616522,1,87,10.61,11.624,-0.311768754301445,0.32625,-0.0382563619227143,0.0799580560754989,0.0771324863883847,1
2012-08-26,10.61,10.5239,0.00818137762616522,0.00818137762616522,0.0320452403393026,-0.000913242009132453,-0.00211151736745885,-0.0128149932673195,-0.0572515542358726,-0.0191535433070865,0.0239528769542616,1,88,10.2041,8,0.32625,-0.0382563619227143,0.0799580560754989,0.0771324863883847,0.0272367312552655,5
